,User-ID,ISBN,Book-Rating
11528,776,0375704027,8
11534,777,0590484753,9
11540,785,0743237188,5
11580,805,0671003755,8
11575,805,0452282152,8
11574,805,0440215625,8
11573,805,039592720X,9
11551,805,0060928336,7
11550,805,0060256672,10
11603,819,0446364193,7
11607,819,0671726889,5
11632,843,006019491X,8
11641,843,0786927089,8
11686,853,0140042520,8
11783,882,0515135062,6
11785,882,0517556278,8
11811,882,067101420X,4
11818,882,0679429220,9
11820,882,067976402X,10
11821,882,0679781587,10
11723,882,0064402967,5
11746,882,0380018179,10
11752,882,0385504209,10
11764,882,0440235162,10
11844,885,0804106304,5
11850,899,0971880107,2
11862,900,0060928336,9
11982,929,0451169530,6
11974,929,0439404371,8
12011,936,0679781587,5
12014,938,0385335482,9
12016,941,0553258001,9
12039,965,0805063889,9
12067,999,0441003257,7
12071,1008,0312195516,9
12078,1016,0399146008,7
12082,1021,0060930535,10
12085,1022,0375702709,10
12086,1022,044990928X,8
12149,1025,0749397543,8
12124,1025,0552998001,9
12122,1025,0552124753,10
12093,1025,0060928336,5
12103,1025,0142000663,10
12167,1031,0671027360,7
12169,1032,038531258X,10
12170,1032,0446310786,10
12172,1040,0743225406,5
12174,1046,0749336501,8
12179,1054,1400034779,8
12181,1057,038533303X,6
12184,1060,0786885688,8
12190,1063,0671880187,5
12208,1075,1400034779,5
12201,1075,0385504209,7
12198,1075,0142001740,10
12200,1075,0375726403,7
12203,1075,0553377868,9
12199,1075,0316666343,7
12216,1083,080410753X,7
12211,1083,014131088X,10
12249,1116,006109594X,7
12253,1116,0425185710,6
12259,1118,0671527215,9
12258,1118,0399144463,8
12265,1129,014025448X,7
12321,1131,0743418174,7
12317,1131,0671793489,7
12315,1131,0671004565,6
12306,1131,0449149676,7
12279,1131,0060976845,7
12282,1131,0070212570,7
12278,1131,0060934417,8
12286,1131,0312243022,8
12293,1131,0375703055,7
12332,1140,0671880187,10
12348,1155,0451409256,9
12356,1161,0375725784,5
12380,1167,0802135196,9
12378,1167,0679450548,7
12371,1167,038533656X,5
12373,1167,0440224675,8
12393,1178,0440940001,2
12401,1184,0553585118,3
12429,1210,0679731148,9
12437,1211,0330367358,8
12440,1211,0385504209,9
12512,1219,0425169324,7
12525,1235,0345378490,9
12534,1248,0345367898,10
12554,1249,0440226430,5
12556,1249,0671004565,8
12558,1249,0770428797,10
12569,1254,0971453217,7
12561,1254,0679781587,9
12576,1261,0316776963,8
12579,1261,0452282152,7
12584,1264,0375707972,8
12593,1281,0345446860,7
12594,1293,0446310492,10
12603,1297,0679731148,7
12617,1309,055357227X,10
12614,1309,0316969680,7
12628,1331,0773762078,5
12641,1343,0590660543,10
12658,1359,0399501487,7
12684,1376,0425177173,9
12682,1376,0345417623,8
12686,1377,0440224764,8
12693,1396,0380727501,10
12697,1399,037542217X,9
12704,1409,0515120006,6
12708,1412,0345416260,9
12710,1412,0385486804,9
12712,1412,0385512104,9
12834,1424,0804106304,6
12735,1424,0061097314,5
12730,1424,0060930535,7
12728,1424,0060512822,7
12777,1424,0385720106,7
12732,1424,0061015725,8
12863,1433,0743418174,3
12864,1434,0060175400,10
12957,1435,080410753X,10
12973,1435,0971880107,5
12975,1435,155874262X,10
12946,1435,0684848783,5
12935,1435,0671024248,4
12878,1435,0345378490,5
12931,1435,0618127453,9
12930,1435,0570060265,8
12919,1435,0451208765,4
12987,1436,044022165X,6
13038,1486,0971880107,5
13040,1489,0385492081,8
13049,1504,0345370775,8
13055,1511,0345391802,9
13057,1513,0671510053,8
13066,1530,044023722X,8
13070,1535,067976402X,10
13082,1548,006093395X,6
13084,1548,0312243022,8
13087,1548,0345425707,8
13093,1548,0425167313,8
13094,1548,0451821971,7
13096,1548,0452282152,8
13106,1554,0440237688,9
13113,1558,0374281602,9
13148,1585,0881845906,5
13141,1585,0449212602,8
13137,1585,0345413903,7
13149,1586,0590634275,7
13154,1596,0385511612,6
13153,1596,0060002492,5
13168,1608,0449212602,10
13185,1619,0440225701,9
13193,1650,0804106304,10
13198,1652,0679781587,7
13196,1652,0385504209,7
13194,1652,0151006903,7
13206,1660,0553561618,6
13207,1660,0553582747,5
13273,1674,0618129030,8
13251,1674,0345416880,7
13238,1674,0060975547,9
13257,1674,038548951X,10
13253,1674,0375725784,10
13318,1718,0743418174,8
13324,1723,0590449737,5
13347,1730,0767905180,8
13459,1733,0553107232,7
13457,1733,051513287X,9
13439,1733,0446364762,5
13430,1733,0425181111,7
13496,1733,0971880107,1
13469,1733,0671007696,9
13468,1733,059035342X,10
13424,1733,0380775840,9
13360,1733,0345447840,10
13357,1733,0316089699,5
13351,1733,0061083275,9
13523,1768,0440226430,10
13525,1773,0804106304,9
13533,1790,044022165X,5
13535,1790,0671793489,8
13541,1792,155874262X,8
13561,1803,0385504209,9
13563,1805,0312195516,9
13562,1805,0060936363,7
13576,1812,0312979479,9
13589,1812,0671708635,7
13660,1848,0786868716,10
13666,1848,0812550706,8
13620,1848,0345342968,10
13613,1848,0070419361,10
13627,1848,0345417623,8
13624,1848,0345378482,8
13642,1848,0451169530,5
13692,1869,0425122123,8
13705,1898,0385484518,8
13844,1903,0812550706,10
13798,1903,0465021433,10
13773,1903,0385722192,2
13894,1923,0671757059,8
13900,1928,0316666343,10
13927,1933,0440226430,8
13994,2010,0446604666,10
13992,2010,0440221420,5
13990,2010,0380796090,6
14028,2012,0670892963,2
14024,2012,0553348973,5
14014,2012,0345353145,8
14035,2019,0440211727,5
14036,2019,0440214041,5
14039,2024,0151002231,9
14110,2030,1561707236,10
14070,2030,006251279X,10
14073,2030,0140298479,10
14083,2030,044020562X,10
14259,2033,0836221362,10
14253,2033,0812575717,10
14248,2033,0812533550,10
14155,2033,0439064864,9
14156,2033,0439136350,9
14145,2033,0345337662,5
14134,2033,0142000663,10
14133,2033,0140386645,8
14157,2033,0439139597,9
14158,2033,043935806X,9
14225,2033,0765345048,10
14221,2033,0764550039,7
14209,2033,0688149790,8
14201,2033,0671524313,6
14192,2033,0553573136,8
14193,2033,0590353403,9
14329,2041,068483376X,1
14324,2041,0385424736,7
14393,2089,0446605239,10
14418,2099,0440224764,8
14446,2109,055356160X,4
14563,2110,0671527215,9
14552,2110,0590629794,10
14544,2110,059045367X,8
14537,2110,059035342X,10
14521,2110,0451137965,9
14616,2127,0446605239,8
14701,2139,0385335830,7
14705,2139,0743262174,8
14700,2139,0142004235,8
14703,2139,0515135062,10
14713,2152,0446612545,7
14711,2152,037542217X,7
14726,2172,0425169693,5
14751,2179,0553373803,10
14744,2179,0446532231,9
14740,2179,0385504209,10
14736,2179,0312263120,8
14731,2179,0060392452,9
14755,2179,0590353403,10
14785,2183,0671021001,9
14787,2189,0312243359,8
14801,2197,0312291639,9
14816,2204,0440211727,9
14837,2238,0553348981,10
14841,2250,0684874350,8
14844,2255,0316168688,8
14847,2255,0452264790,8
14852,2271,0684874350,10
15148,2276,0553583468,10
15146,2276,0553582526,9
15239,2276,0743424387,6
15145,2276,0553576801,8
15150,2276,0553585118,10
15175,2276,0671524313,10
14899,2276,034528643X,8
14922,2276,0345404793,9
14932,2276,0380542625,10
14925,2276,0345423615,9
14990,2276,0440220793,7
14991,2276,0440221471,10
14992,2276,0440236673,10
15039,2276,0446609323,9
14983,2276,0425182908,4
15253,2276,0805063897,10
15355,2281,0425181103,7
15367,2287,0446360856,6
15368,2287,0451180410,7
15359,2287,0060981180,6
15397,2288,0553582763,9
15395,2288,0553210092,5
15393,2288,0446363510,6
15389,2288,0425144429,5
15372,2288,0070212570,8
15421,2305,0609600567,7
15456,2313,0812533550,9
15430,2313,0312275560,6
15440,2313,0399146431,5
15432,2313,0345348036,9
15443,2313,0452260116,9
15486,2333,0312195516,9
15508,2337,0451191145,9
15501,2337,0142001740,8
15499,2337,0060987561,7
15498,2337,0060928336,9
15517,2340,0373250290,4
15518,2345,1844262553,9
15532,2354,014131088X,8
15537,2357,0375725784,8
15691,2363,0671726889,9
15692,2366,0553210092,8
15696,2375,0345424719,7
15700,2375,0671003755,9
15706,2385,0440216745,7
15707,2385,0446604666,6
15710,2388,0142001740,6
15723,2399,0345337662,9
15725,2399,0671730177,9
15757,2411,0971880107,3
15939,2462,0449244970,8
15942,2466,0312966970,9
15943,2466,0312971346,9
15967,2503,1400034779,7
15983,2528,0671867156,10
16009,2550,052594527X,10
16020,2559,0671036505,4
16016,2559,0060928336,7
16023,2562,0375412824,8
16024,2565,1558743669,10
16047,2589,0440237416,8
16056,2591,0449212602,9
16076,2611,0553208845,7
16078,2615,0140258418,7
16098,2630,0684823780,8
16108,2638,0142000205,8
16135,2670,0743411250,7
16234,2759,0385199570,10
16377,2766,0670030643,8
16347,2766,0449005615,9
16340,2766,0446310786,10
16334,2766,0440237688,7
16324,2766,0440211263,8
16322,2766,0440204194,8
16300,2766,038039586X,9
16399,2766,0679751602,6
16286,2766,0316666343,9
16406,2766,0684801221,10
16480,2766,0971880107,6
16488,2766,1558745718,7
16252,2766,0060958022,8
16275,2766,0307168409,10
16262,2766,014034294X,9
16535,2770,0517580497,9
16538,2770,0842329129,6
16543,2776,1558744630,8
16588,2793,0515135062,7
16599,2793,0671695126,6
16625,2799,0671004107,8
16660,2854,0316666343,7
16671,2855,0399144463,5
16726,2891,0345404475,7
16745,2891,038548951X,8
16691,2891,0060504080,9
16697,2891,0060928336,6
16714,2891,0142001740,7
16836,2891,1400032717,8
16822,2891,0804106304,7
16803,2891,0671003755,7
16772,2891,0452260116,8
16856,2892,0684857820,9
16885,2907,044023722X,5
16912,2945,038548951X,8
16940,2966,038531258X,7
17089,2977,0671021001,9
17068,2977,0525945210,6
16959,2977,0060981180,8
17169,2977,1573228834,10
17007,2977,0375725784,3
17024,2977,0394752996,8
17059,2977,0452282152,7
17182,2982,0441790348,8
17192,2995,0060928336,6
17194,2996,0345361792,8
17213,3005,0312278586,5
17237,3026,0804106304,8
17241,3032,0971880107,1
17249,3048,0670891576,10
17251,3052,1400032717,9
17258,3063,0684802988,7
17285,3079,0312305060,8
17284,3079,0312278586,5
17305,3099,0440211727,8
17307,3099,0446610038,7
17311,3100,0316601950,6
17319,3104,0374526893,6
17321,3104,0805063897,8
17333,3111,0749397543,5
17338,3133,0061097314,9
17379,3145,0446359866,9
17378,3145,0446343455,8
17405,3145,0743469801,9
17386,3145,044661193X,9
17375,3145,044021145X,9
17371,3145,0425182908,7
17421,3154,0804111898,8
17416,3154,002542730X,8
17461,3167,0440998050,10
17446,3167,0345370775,9
17441,3167,0345337662,5
17481,3167,0671004107,9
17500,3167,0812550706,10
17507,3168,0684872153,8
17523,3191,0375504397,8
17524,3191,0452283205,6
17542,3206,0385484518,8
17565,3261,0316666343,8
17624,3300,0439136350,10
17707,3329,0440234743,8
17724,3331,0425161242,10
17727,3331,0446527785,10
17749,3344,0671027360,8
17750,3344,1400034779,9
17777,3346,0380789035,6
17775,3346,0345413350,8
17769,3346,0345320115,10
17762,3346,0312890044,9
17754,3346,0064407055,5
17752,3346,0020427859,5
17765,3346,0316666343,9
17793,3346,0552131067,7
17818,3346,0836218620,9
17817,3346,0836218353,10
17839,3350,0140293248,6
17840,3350,0316096199,8
17844,3350,0804106304,10
17841,3350,0385335830,8
17856,3362,0375725784,7
17882,3363,0060294698,10
18442,3363,0679751602,8
18514,3363,0763616052,9
18280,3363,0451409256,10
17996,3363,0312171838,10
18017,3363,0316096199,10
18065,3363,0373250118,7
18855,3371,0671705091,7
18857,3371,0671793551,7
18863,3371,0743232933,8
18864,3371,0743439740,10
18869,3371,0802135196,7
18775,3371,0070212570,10
18793,3371,0373484003,7
18798,3371,0380775840,5
18802,3371,0394800133,10
18819,3371,0440226430,9
18828,3371,0451169530,10
18832,3371,0515122734,9
18914,3373,0425195449,7
18935,3373,0671027360,5
18938,3373,0743411439,7
18892,3373,0312291639,8
18911,3373,0425161242,3
18894,3373,0312995423,5
18900,3373,0380804697,7
18898,3373,0375727345,7
18961,3379,0380817152,8
18970,3393,0425191184,9
18979,3416,0060086246,8
18999,3418,059035342X,10
19024,3445,0345334531,6
19029,3460,0446605239,6
19047,3467,0440237262,9
19045,3467,0399143947,9
19097,3505,0553568760,8
19099,3507,0449212602,8
19115,3514,0385336179,9
19122,3534,0679781587,8
19187,3542,0452268060,2
19181,3542,0312050631,5
19184,3542,0446310786,10
19185,3542,044651652X,3
19194,3543,0671758896,10
19193,3543,0446364282,8
19192,3543,0440226104,10
19197,3546,0142002267,8
19260,3556,0842343261,10
19215,3556,0385504209,10
19243,3556,0671027360,10
19227,3556,044651652X,10
19225,3556,0440439884,10
19216,3556,0385508042,9
19273,3569,0517187760,8
19270,3569,0060502258,7
19274,3569,0679441557,9
19285,3573,0886774268,9
19305,3578,0802130208,10
19310,3580,0671003755,6
19318,3593,0316666343,9
19326,3594,0449208672,7
19332,3594,075285111X,6
19342,3601,0316284955,7
19348,3605,0345412214,8
19361,3640,0142002267,8
19363,3640,0312953615,8
19370,3640,0553270931,5
19374,3640,0671027360,8
19405,3659,0099410184,8
19424,3669,0553560247,9
19448,3675,1400041988,8
19507,3679,0064408639,6
19513,3693,0441003257,8
19530,3709,0440236673,7
19531,3709,067102423X,10
19545,3719,051512608X,7
19543,3719,0451408888,8
19540,3719,0449219410,9
19535,3719,0312978332,6
19563,3739,067976402X,5
20234,3775,0312983298,8
20235,3775,0345382323,5
20280,3814,0156011042,4
20301,3817,0671758896,8
20296,3817,0385479565,9
20295,3817,0380018179,8
20293,3817,0060801115,7
20297,3817,0425152251,6
20304,3821,0060930535,7
20365,3827,0441004326,8
20385,3827,0553573861,10
20382,3827,0553562614,10
20403,3827,0804114986,10
20399,3827,0765345048,10
20337,3827,0345413350,7
20325,3827,0312274920,8
20330,3827,0345337662,7
20331,3827,0345348036,9
20353,3827,038533303X,10
20332,3827,0345351525,8
20339,3827,0345423402,7
20334,3827,034538475X,8
20426,3839,0312171838,6
20450,3840,051513287X,9
20432,3840,0345445732,10
20438,3840,0385508042,8
20476,3853,048627263X,10
20505,3869,0684872153,9
20542,3893,0020532105,9
20543,3894,0440226430,10
20622,3917,1573226521,7
20624,3917,1573228214,8
20608,3917,0517886685,9
20601,3917,031205436X,10
20600,3917,0156007754,7
20611,3917,0670892963,5
20659,3923,0441304834,6
20661,3923,0515134449,4
20673,3923,0767902890,7
20654,3923,0380977788,6
20636,3923,0064407675,5
20641,3923,0140099182,3
20653,3923,0380789019,7
20690,3939,0441790348,8
20702,3948,0451155750,9
20719,3965,0553280147,6
20716,3965,0345391055,9
20723,3975,0375760911,9
20732,3977,0743407067,6
20725,3977,0375700757,9
20746,3999,0385504209,10
20883,4017,0452282829,10
20893,4017,0670892963,8
20895,4017,0671510053,10
20879,4017,0452280621,10
20904,4017,067976402X,10
20868,4017,0446310786,10
20872,4017,0446677450,10
20873,4017,0449002985,8
20876,4017,0452260116,9
20877,4017,0452264790,5
20950,4017,1565122968,10
20910,4017,068484477X,5
20914,4017,0688177859,7
20906,4017,0679781587,9
20925,4017,0786866470,9
20921,4017,0743439740,10
20782,4017,0156007754,9
20779,4017,014028009X,9
20797,4017,0316096199,10
20801,4017,0316666343,10
20802,4017,0316691178,10
20763,4017,0060929871,9
20764,4017,0060930187,10
20803,4017,0316789844,10
20840,4017,0380732149,9
20834,4017,0380005239,10
20842,4017,0380820145,9
20846,4017,0385318782,8
20847,4017,0385319207,10
20849,4017,038533334X,10
20850,4017,0385486804,10
20830,4017,0375707972,10
20813,4017,0345424719,10
20828,4017,0375705856,9
20814,4017,0345433491,9
20816,4017,0345443284,10
20818,4017,0375406530,10
20972,4035,0345413350,8
21013,4066,0440236673,7
21026,4077,0380789035,8
21030,4090,0316601950,8
21045,4091,0449219461,8
21082,4092,0451176464,6
21093,4092,0671027360,7
21125,4098,0671027360,7
21120,4098,0312995423,3
21117,4098,0060977337,6
21121,4098,0385504209,10
21144,4114,0441172717,8
21138,4114,0140167773,4
21173,4127,156718359X,6
21222,4131,0971880107,1
21208,4131,0590660543,9
21245,4138,1573227331,8
21244,4138,0786866470,6
21249,4143,0439404371,8
21259,4144,067976402X,5
21273,4149,0842329129,1
21364,4157,0836221192,7
21276,4157,0060392452,8
21289,4157,0140150056,5
21312,4157,0380727501,8
21323,4157,0440136482,3
21389,4169,0375502238,8
21390,4169,0385504209,10
21397,4179,0061097268,6
21400,4179,0345353145,7
21406,4183,0743418174,6
21410,4187,0399150897,9
21412,4188,0452283205,9
21417,4193,0375727345,5
21421,4196,0375700757,9
21439,4197,0684841185,9
21429,4197,0316969680,5
21428,4197,0316693286,4
21449,4208,0099521016,6
21455,4216,075001203X,8
21471,4221,1558743669,9
21466,4221,0440131480,6
21456,4221,0060086246,9
21473,4223,0552998001,7
21505,4225,0451202341,6
21506,4225,0804106304,6
21504,4225,0446310786,10
21518,4228,0671510053,10
21513,4228,014028009X,7
21526,4246,0375708278,8
21551,4285,0064400077,5
21560,4292,0735700737,5
21559,4292,0517676044,5
21579,4334,0060392452,6
21594,4334,0451137965,8
21598,4334,0451177096,7
21660,4358,0451457811,8
21667,4365,0345413377,5
21669,4365,0399501487,10
21909,4385,0380818078,10
21917,4385,0440221471,10
21924,4385,0446356859,10
21691,4385,0061093343,9
21711,4385,0373074123,10
21826,4385,0373201427,10
22021,4386,0070212570,8
22022,4386,0452282829,6
22160,4483,0553211757,8
22158,4483,0393312836,8
22154,4483,0060929871,6
22164,4497,0515093556,1
22204,4516,0385722206,8
22225,4521,0061095540,5
22266,4570,0671003755,8
22282,4571,1400034779,9
22285,4574,038550926X,5
22287,4579,0440214041,5
22307,4600,0345339711,10
22387,4622,0767914767,8
22361,4622,0425154882,7
22359,4622,0385336179,10
22334,4622,0060175400,10
22405,4669,0316601950,6
22441,4732,067976402X,9
22466,4776,059045563X,8
22480,4784,0971880107,2
22485,4785,0140293248,6
22486,4785,0140298479,7
22489,4785,0312291639,9
22496,4785,0380789019,7
22547,4795,1558743669,8
22545,4795,0452282152,9
22544,4795,0446532231,8
22539,4795,0316666343,9
22538,4795,031242227X,9
22534,4795,0060392452,8
22540,4795,0375705856,10
22535,4795,0060930535,10
22559,4802,0439136350,7
22555,4802,0316666343,9
22576,4809,0590353403,8
22574,4809,0439139597,8
22573,4809,0439136350,9
22572,4809,0439064864,7
22587,4816,0380726297,9
22596,4821,0786868716,6
22609,4838,1573229083,3
22605,4838,034540047X,6
22617,4845,0380805995,9
22636,4864,0446322180,5
22729,4900,0316776963,7
22755,4912,0553210823,7
22800,4938,0441790348,10
22803,4938,0451156609,10
22779,4938,0345313860,10
22788,4938,0385492081,7
22792,4938,042513525X,7
22797,4938,0440220602,8
22860,4973,0385484518,8
22873,4999,1400034779,10
22874,5003,0452282152,7
22877,5012,0394574745,10
22887,5025,0553278118,7
22895,5034,0425170349,10
22918,5037,0743225406,3
22917,5037,0671867113,4
22905,5037,0446608955,8
22904,5037,0440226430,6
22903,5037,0440221471,10
22902,5037,0440214041,9
22901,5037,0440213525,8
22900,5037,0440211727,10
22897,5037,0380709538,8
22928,5048,0743237188,10
22922,5048,0060392452,10
22932,5049,0316666343,8
22933,5055,0440204194,7
22934,5055,0440211263,6
22970,5126,0971880107,5
23016,5151,0812550706,10
23034,5163,0440414806,5
23033,5163,0385486804,5
23031,5163,0060936363,5
23039,5170,014038572X,10
23045,5183,0553277472,8
23066,5207,0440241073,8
23076,5207,059035342X,8
23235,5289,0515132187,5
23238,5294,0312243022,4
23321,5331,0749396067,9
23280,5331,0091867770,10
23338,5333,0440213525,9
23333,5333,0380718340,7
23352,5346,0375724370,9
23364,5350,0552134651,5
23429,5358,0671014196,7
23432,5361,0871136791,8
23441,5375,0449005615,8
23446,5375,0877423520,8
23455,5385,0345422384,3
23453,5385,0345370775,10
23491,5416,0440211263,7
23501,5424,0312243359,10
23566,5439,0805063897,10
23546,5439,0451205561,6
23519,5439,0060938455,9
23518,5439,0060928336,8
23586,5448,0440439884,9
23597,5451,067088300X,8
23603,5452,0671007696,5
23600,5452,0446600253,8
23604,5452,0671039830,5
23662,5476,0670031062,7
23672,5476,0804109052,5
23671,5476,0804108749,8
23660,5476,0525945210,8
23656,5476,0451168690,5
23635,5476,0312278586,7
23638,5476,0316096199,4
23655,5476,0446609323,5
23640,5476,0316693235,5
23642,5476,0316782262,6
23639,5476,0316666343,4
23649,5476,0385504209,10
23653,5476,0440225701,5
23732,5483,0804114986,8
23738,5490,0060930535,7
23780,5499,0399150870,10
23784,5499,0553802496,10
23774,5499,0385511612,10
23757,5499,0060555653,7
23792,5501,0553580515,7
23797,5506,0312985207,7
23848,5539,0618129022,10
23855,5539,0743454146,10
23841,5539,0451206525,9
23830,5539,0385490445,10
23824,5539,0345423402,8
23823,5539,0345339681,10
23817,5539,0142001740,8
23842,5539,0451208765,6
23815,5539,0061031844,6
23922,5543,0590444646,8
23923,5543,0671517643,10
23943,5553,0345396936,8
23947,5555,0312261918,5
23957,5559,0385504209,8
23961,5576,0590466178,5
24062,5582,067973225X,10
24071,5582,068482499X,10
24049,5582,0553212451,9
24045,5582,0515093556,7
24057,5582,0679454470,7
24092,5582,0894803204,10
24101,5582,1558744150,5
23998,5582,0380789035,9
23992,5582,0345423402,10
23988,5582,0345334531,8
23987,5582,0345301110,7
23981,5582,0312966970,10
23977,5582,0140293248,9
23976,5582,014028009X,10
24035,5582,0451191145,10
24034,5582,0451191137,10
24029,5582,044651652X,7
24027,5582,0441005748,10
24014,5582,0425152251,10
24013,5582,0399142991,8
24007,5582,0380820293,8
24127,5600,0312979096,9
24134,5604,0971880107,6
24149,5609,0345313860,10
24266,5638,0446605409,9
24296,5665,0399136479,8
24298,5665,0515135062,10
24323,5674,0064410137,8
24327,5674,0440224713,6
24330,5674,0553280414,5
24332,5677,0345440765,10
24382,5703,0345366239,10
24397,5709,0380807343,8
24404,5709,0684832178,9
24420,5722,0385504209,7
24418,5722,0060930535,8
24444,5728,0452280621,9
24466,5737,0316776963,5
24468,5737,0385503822,8
24480,5741,0451206525,8
24494,5746,0553575384,8
24513,5766,0441009239,5
24511,5766,0312924801,7
24525,5769,0671739085,4
24542,5777,0394800206,10
24550,5782,0316284955,8
24552,5783,0425181103,7
24554,5783,0553260111,9
24555,5783,0812550706,8
24588,5815,0679746048,5
24578,5815,0316693200,9
24638,5850,0375706771,10
24647,5866,0060502258,7
24656,5882,0679775439,8
24664,5899,0380789035,9
24669,5899,0552546933,10
24798,5903,0449212602,9
24838,5903,076790382X,9
24790,5903,0385730586,8
24840,5903,0767905180,8
24789,5903,0385729340,8
24888,5922,0451526341,9
24900,5932,0312291639,5
24908,5942,0842329129,2
24926,5956,0842329129,5
24924,5956,0785266097,5
24944,5958,0451160193,6
24962,5963,0679444815,5
24964,5963,0679463321,2
24990,5988,0425121259,7
24997,5990,0061030430,3
25005,5998,0743467523,8
25079,6015,0316284955,5
25087,6018,0142000205,5
25090,6022,0446612545,8
25092,6026,0345404793,10
25167,6073,0553380095,8
25165,6073,0553213105,8
25170,6073,0671742515,9
25171,6073,0679723161,10
25175,6073,0679776818,9
25174,6073,067976397X,10
25177,6073,0767902890,10
25180,6073,0802130208,10
25172,6073,0679735909,10
25137,6073,0345404475,9
25138,6073,0345427637,6
25129,6073,0060981180,9
25148,6073,0440226430,6
25147,6073,0440214041,5
25146,6073,0440211727,6
25184,6074,0440226430,8
25185,6074,0446610038,8
25188,6083,0671020293,5
25232,6092,0552998834,7
25248,6096,0671042572,9
25255,6102,0142001805,9
25254,6102,0140042520,8
25278,6112,014038572X,5
25287,6115,037542217X,9
25294,6115,0440224764,10
25295,6115,0449221512,10
25289,6115,0380718340,10
25315,6120,044020352X,10
25332,6124,0671527215,8
25333,6125,0385503822,8
25336,6135,0312995423,10
25338,6139,0393314804,7
25343,6142,1844262553,9
25347,6153,1558743669,7
25366,6169,051513287X,7
25372,6184,0440998050,10
25389,6193,0743464672,10
25443,6238,0679777547,10
25432,6238,0553377868,10
25425,6238,0345361792,8
25430,6238,0375724370,10
25419,6238,0156006391,9
25420,6238,0156007754,9
25426,6238,0345389964,10
25427,6238,0345424719,10
25428,6238,0345449347,7
25606,6242,068482499X,6
25605,6242,0684803356,7
25601,6242,0679777547,6
25598,6242,067976402X,8
25608,6242,068484477X,8
25618,6242,0749397543,3
25596,6242,0679746048,5
25667,6242,1573227331,6
25668,6242,1573228214,6
25637,6242,0771055706,7
25638,6242,0771060548,8
25648,6242,0864922299,5
25649,6242,0871136791,8
25480,6242,0312099436,5
25483,6242,0312144075,5
25485,6242,0312195516,7
25488,6242,0312243022,8
25492,6242,0312291639,5
25502,6242,0375705856,5
25477,6242,0156006391,5
25454,6242,0060934417,7
25456,6242,0060958022,6
25457,6242,0060975547,5
25458,6242,0060987103,7
